"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aus Gov","Aust"
"3A.26","2017","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Vacation care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","14.8","11.3","51.0","33.0","16.9","13.2","1.8","0","","","24.5"
"3A.26","2017","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","15.6","11.0","36.3","17.6","13.3","8.2","1.9","11.3","","","17.7"
"3A.26","2017","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Occasional care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","0","0","0","0","0","0","0","..","","","0"
"3A.26","2017","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","36.8","50.0","40.0","20.0","33.3","0","100.0","0","","","38.1"
"3A.26","2016","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","15.4","21.4","51.5","26.4","23.8","14.5","4.7","13.9","","","26.0"
"3A.26","2016","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Long day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","15.3","43.8","69.2","39.9","51.1","23.1","4.6","14.5","","","36.7"
"3A.26","2016","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","29.3","17.5","41.6","17.0","4.5","30.8","46.7","40.0","","","26.2"
"3A.26","2016","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Vacation care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","13.6","10.6","47.8","28.4","17.8","13.2","1.5","9.3","","","23.5"
"3A.26","2016","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","14.8","10.0","34.7","16.2","12.5","8.2","1.8","14.5","","","17.0"
"3A.26","2016","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Occasional care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","0","0","0","0","0","0","0","na","","","0"
"3A.26","2016","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","36.8","50.0","50.0","50.0","33.3","0","100.0","0","","","44.1"
"3A.27","2017","Demand for ECEC","0-12 years old","All people","All areas","","0-12 years old","Number of children","For whom additional formal child care or preschool was currently required","And who currently required additional:","Child care","","","ABS (unpublished) Childhood Education and Care","'000","70.8","70.2","49.3","25.0","18.1","4.8","4.2","1.0","","","248.0"
"3A.27","2017","Demand for ECEC","0-12 years old","All people","All areas","","0-12 years old","Number of children","For whom additional formal child care or preschool was currently required","And who currently required additional:","Preschool","","","ABS (unpublished) Childhood Education and Care","'000","47.2","47.4","21.3","23.0","15.0","3.1","5.5","1.1","","","160.8"
"3A.27","2017","Demand for ECEC","0-12 years old","All people","All areas","","0-12 years old","Number of children","For whom additional formal child care or preschool was currently required","And who currently required additional:","Child care or preschool","","","ABS (unpublished) Childhood Education and Care","'000","103.1","111.3","66.2","42.6","30.2","7.0","8.7","2.0","","","372.9"
